FCVC,NCP,CH2O
3.0,3.0,2.506631
3.0,3.0,2.48707
3.0,3.0,2.320068
3.0,3.0,1.650612
3.0,3.0,1.610768
3.0,3.0,1.796267
3.0,3.0,1.728139
3.0,3.0,2.00513
3.0,3.0,2.054193
3.0,3.0,2.852339
3.0,3.0,2.863513
