FAVC,FCVC,NCP,CAEC,CH2O,CALC
yes,3.0,3.0,Sometimes,1.507638,Frequently
no,2.061384,2.579291,Sometimes,1.909253,Sometimes
no,2.696381,3.0,Sometimes,2.472964,Sometimes
yes,1.116068,2.449067,Sometimes,2.0,Sometimes
yes,2.116432,3.0,Sometimes,1.002292,Sometimes
yes,3.0,3.0,Sometimes,2.147074,Frequently
yes,2.031246,3.0,Sometimes,2.803002,no
yes,2.938031,1.532833,Sometimes,1.931242,Frequently
yes,2.0,3.0,Sometimes,2.0,no
yes,2.884212,3.0,Sometimes,3.0,no
yes,2.0,2.961706,Sometimes,2.0,no
yes,2.444599,3.0,Sometimes,1.029798,no
yes,2.0,1.152521,Sometimes,1.723159,Sometimes
no,2.0,1.104642,Sometimes,1.0,no
no,2.0,1.0,Sometimes,1.639807,no
yes,2.0,1.729553,Sometimes,1.400247,Sometimes
yes,3.0,3.0,Sometimes,2.994515,no
yes,2.976975,1.346987,Sometimes,1.868349,no
yes,2.0,1.977221,Sometimes,3.0,Sometimes
no,2.766036,2.443812,Sometimes,2.707927,Sometimes
no,1.096455,2.491315,Sometimes,2.450069,Sometimes
yes,2.129969,3.0,Sometimes,1.568035,no
no,2.019674,2.843319,Sometimes,2.832004,Sometimes
no,2.735297,2.157164,Sometimes,1.087166,no
yes,3.0,3.0,Sometimes,2.503198,no
yes,1.588782,2.601675,Sometimes,2.469469,Sometimes
yes,2.0,1.171027,Sometimes,2.405172,no
yes,2.01054,2.77684,Sometimes,1.651548,no
no,3.0,3.362758,Sometimes,2.0,Sometimes
yes,2.0,1.672706,Sometimes,2.766674,Sometimes
yes,2.689577,2.714115,Sometimes,2.279214,Sometimes
yes,2.413156,2.521546,Sometimes,1.985312,Sometimes
yes,2.923433,1.338033,Sometimes,1.944095,Sometimes
yes,3.0,3.0,Sometimes,2.0,Sometimes
yes,2.0,3.0,Sometimes,2.035954,no
yes,2.882522,3.0,Sometimes,2.452986,Sometimes
yes,2.0,3.0,Sometimes,1.622638,Sometimes
yes,1.973499,1.081805,Sometimes,2.0,Sometimes
no,3.0,3.087119,Sometimes,2.0,no
yes,2.156065,2.909117,Sometimes,1.221281,no
yes,2.992205,3.0,Sometimes,2.413813,Sometimes
yes,2.944287,1.466393,Sometimes,2.442775,no
yes,1.780746,1.471053,Sometimes,2.0,Sometimes
yes,2.164062,2.983201,Sometimes,2.168904,Sometimes
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,2.783336,Sometimes,2.0,no
yes,2.0,1.863012,Sometimes,2.196471,Sometimes
yes,2.247704,3.053598,Sometimes,1.919629,no
yes,2.011656,3.165837,Sometimes,1.844645,no
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.0,no
no,2.03414,2.741413,Sometimes,1.996384,no
yes,2.746408,1.058123,Sometimes,2.265727,no
yes,2.0,2.997414,Sometimes,1.259454,Sometimes
no,2.1239,1.672958,Sometimes,2.0,no
no,2.0,1.680838,Sometimes,1.833635,no
yes,2.332074,3.0,Sometimes,2.999495,Sometimes
no,2.748243,3.070386,Sometimes,1.962322,no
no,2.303656,3.0,Sometimes,1.163111,no
yes,1.904732,2.608416,Sometimes,1.204175,Sometimes
yes,1.979944,1.599464,Sometimes,2.0,Sometimes
yes,2.0,2.815255,Sometimes,1.622214,no
yes,2.0,2.395785,Sometimes,1.40077,no
yes,2.0,3.0,Sometimes,2.056053,Sometimes
yes,2.407817,2.844138,Sometimes,1.983649,Sometimes
yes,2.734314,3.0,Sometimes,3.0,Frequently
yes,2.0,3.0,Sometimes,1.199517,Sometimes
yes,2.0,3.0,Sometimes,2.386904,Sometimes
yes,2.784383,3.0,Sometimes,2.165605,Frequently
yes,2.009952,2.716106,Sometimes,1.660614,Sometimes
no,2.008656,1.402771,Sometimes,3.0,Sometimes
yes,1.122127,2.865657,Sometimes,2.0,Sometimes
yes,1.963965,1.836226,Sometimes,1.85537,Sometimes
yes,2.319776,2.884848,Sometimes,2.154898,Sometimes
yes,1.899116,2.375026,Sometimes,1.39854,Sometimes
yes,2.042762,2.9774,Sometimes,1.522426,Sometimes
yes,2.129668,2.693646,Sometimes,2.60669,no
yes,2.182401,2.832018,Sometimes,2.456939,Frequently
yes,2.0,3.0,Sometimes,2.0,no
yes,2.802696,3.0,Sometimes,2.978465,no
yes,2.0,3.0,Sometimes,2.0,no
no,2.492758,2.270163,Sometimes,1.992586,no
yes,2.733129,3.0,Sometimes,1.302594,no
yes,2.0,2.646717,Sometimes,2.0,no
no,2.0,1.0,Sometimes,1.278578,no
no,2.0,1.193729,Sometimes,1.846441,no
no,2.0,1.477581,Sometimes,1.995035,no
no,2.294067,3.209508,Sometimes,2.0,no
yes,2.0,2.756622,Sometimes,1.606076,no
yes,2.315932,2.658478,Sometimes,1.568476,Sometimes
yes,3.0,3.0,Sometimes,2.166024,no
yes,2.802128,3.0,Sometimes,1.744628,no
yes,2.79606,1.971472,Sometimes,1.921601,no
yes,2.086898,1.818026,Sometimes,2.088929,no
yes,2.333503,1.820779,Sometimes,2.559265,Sometimes
yes,2.0,1.724887,Sometimes,3.0,Sometimes
no,3.0,3.129155,Sometimes,2.0,no
no,3.0,3.856434,Sometimes,2.0,Sometimes
no,1.653081,2.753418,Sometimes,2.192063,Sometimes
yes,2.535315,3.0,Sometimes,1.146595,no
no,2.0,3.0,Sometimes,2.976229,Sometimes
yes,2.765769,3.0,Sometimes,2.845134,Sometimes
yes,2.215464,2.116195,Sometimes,1.80996,no
yes,3.0,2.049908,Sometimes,1.999882,no
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,1.044628,Sometimes,2.01051,no
yes,2.63165,2.98212,Sometimes,2.778587,no
yes,2.0,1.009426,Sometimes,2.136398,no
no,2.942154,2.667711,Sometimes,2.184768,Sometimes
no,3.0,3.000974,Sometimes,2.0,Sometimes
yes,2.0,2.698883,Sometimes,2.035104,Sometimes
yes,2.716909,2.598079,Sometimes,2.90545,Sometimes
no,1.83746,3.0,Sometimes,2.0,no
no,1.936479,2.837388,Sometimes,2.159987,Sometimes
yes,2.045027,2.946063,Sometimes,1.307563,Sometimes
yes,2.760607,1.0,Sometimes,1.336378,Sometimes
yes,2.09449,1.873484,Sometimes,2.0,Sometimes
yes,2.0,2.473911,Sometimes,2.452789,no
yes,2.907062,3.0,Sometimes,2.740848,Sometimes
yes,2.0,1.79558,Sometimes,1.855054,Sometimes
yes,2.399531,2.623079,Sometimes,2.535127,Sometimes
yes,1.521604,2.174968,Sometimes,2.0,Sometimes
yes,2.0,2.676148,Sometimes,2.083939,Sometimes
no,2.501683,3.394788,Sometimes,1.337378,no
yes,2.0,3.0,Sometimes,1.992548,no
yes,2.76802,2.137068,Sometimes,1.873591,no
yes,2.742796,2.937607,Sometimes,1.99467,Sometimes
yes,2.325623,1.313403,Sometimes,1.94609,no
yes,2.076689,3.0,Sometimes,1.026729,no
yes,3.0,3.0,Sometimes,2.045069,Sometimes
yes,3.0,3.0,Sometimes,2.509147,Sometimes
yes,2.271306,3.0,Sometimes,1.771198,Sometimes
yes,2.33361,2.113575,Sometimes,2.504136,Sometimes
yes,2.13683,2.092179,Sometimes,1.505381,Sometimes
yes,2.0,1.0,Sometimes,2.0,Sometimes
yes,2.909853,1.0,Sometimes,2.0,no
yes,2.490507,2.974204,Sometimes,1.846754,no
yes,1.063449,1.0,Sometimes,2.0,Sometimes
yes,2.699282,1.0,Sometimes,2.598632,Sometimes
yes,2.0,3.0,Sometimes,2.843675,no
yes,2.4277,1.001633,Sometimes,3.0,no
yes,2.87599,1.2919,Sometimes,2.777712,no
yes,2.177243,3.0,Sometimes,2.715572,no
yes,2.0,3.0,Sometimes,1.630528,Sometimes
yes,2.0,3.0,Sometimes,2.287248,no
yes,2.0,3.0,Sometimes,3.0,no
yes,3.0,1.0,Sometimes,3.0,no
yes,3.0,3.0,Sometimes,1.0,Sometimes
yes,3.0,3.0,Sometimes,1.776991,Sometimes
yes,2.0,3.0,Sometimes,1.406115,Sometimes
yes,2.0,3.0,Sometimes,1.530493,no
yes,2.846452,1.139317,Sometimes,1.459511,Sometimes
yes,2.19011,2.029858,Sometimes,2.348981,Sometimes
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.680292,Sometimes
yes,2.0,3.0,Sometimes,3.0,no
yes,2.0,2.977543,Sometimes,2.205977,no
yes,2.069267,1.476204,Sometimes,3.0,Frequently
yes,1.362441,2.57038,Sometimes,2.166228,no
yes,2.09663,2.879541,Sometimes,2.432967,no
yes,2.928234,1.458507,Sometimes,2.777379,no
yes,2.0,1.105617,Sometimes,1.372811,Sometimes
yes,2.0,3.0,Sometimes,1.0,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,1.689793,no
yes,2.0,3.0,Sometimes,2.771469,no
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,1.155384,Sometimes
yes,2.0,1.854536,Sometimes,2.160169,Sometimes
yes,2.496455,3.0,Sometimes,1.850344,Sometimes
yes,1.70825,3.0,Sometimes,1.0,Sometimes
yes,2.262171,3.0,Sometimes,2.03415,Sometimes
yes,2.740633,3.0,Sometimes,2.081005,Sometimes
yes,2.0,3.0,Sometimes,1.608128,no
yes,2.0,3.0,Sometimes,2.715252,no
yes,2.0,1.08687,Sometimes,2.279124,no
yes,2.0,1.25535,Sometimes,2.497065,no
yes,1.081585,2.870661,Sometimes,1.11756,Sometimes
yes,2.587789,1.482103,Sometimes,1.911664,Sometimes
yes,2.252653,3.0,Sometimes,2.962371,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.036613,1.81698,Sometimes,1.93059,Sometimes
yes,2.0,2.582591,Sometimes,1.535134,Sometimes
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.102976,Sometimes
yes,2.0,3.0,Sometimes,2.091934,Sometimes
yes,2.0,2.164839,Sometimes,2.094479,Sometimes
yes,2.0,2.141839,Sometimes,2.939847,Sometimes
yes,2.0,2.877583,Sometimes,2.358038,Sometimes
yes,2.609123,3.0,Sometimes,1.955053,no
yes,1.036159,3.0,Sometimes,1.0,Sometimes
yes,1.851262,3.0,Sometimes,2.11267,Sometimes
yes,2.0,3.0,Sometimes,1.051735,no
yes,2.0,2.95833,Sometimes,2.0,no
yes,2.0,2.119826,Sometimes,2.0,no
yes,2.501236,3.0,Sometimes,1.220331,no
yes,2.0,3.0,Sometimes,3.0,no
yes,3.0,3.0,Sometimes,2.925029,Sometimes
yes,3.0,3.0,Sometimes,2.858171,Sometimes
yes,2.031185,2.992606,Sometimes,2.852254,Frequently
yes,2.014194,2.050121,Sometimes,2.184707,Frequently
yes,2.028225,1.923607,Sometimes,1.798917,no
yes,2.0,1.0,Sometimes,2.0,no
yes,2.81646,2.27374,Sometimes,1.722063,no
yes,2.037585,1.418985,Sometimes,1.827351,no
yes,1.853314,1.320768,Sometimes,2.135552,Sometimes
yes,1.00876,1.0,Sometimes,2.0,Sometimes
yes,2.0,3.0,Sometimes,1.490613,no
yes,2.0,3.0,Sometimes,2.02127,no
yes,2.103335,2.964024,Sometimes,3.0,no
yes,2.0,3.0,Sometimes,3.0,no
yes,2.060922,2.933409,Sometimes,2.235282,no
yes,2.058687,2.962004,Sometimes,2.010596,no
yes,2.0,3.0,Sometimes,1.274774,Sometimes
yes,2.533605,1.271624,Sometimes,1.893691,Sometimes
yes,2.0,3.0,Sometimes,3.0,no
yes,2.0,3.0,Sometimes,3.0,no
yes,2.457547,1.00061,Sometimes,3.0,no
yes,2.983851,1.068443,Sometimes,2.854161,no
yes,2.954996,3.0,Sometimes,1.0,no
yes,2.061969,3.0,Sometimes,1.229171,no
yes,3.0,3.0,Sometimes,1.163264,Sometimes
yes,3.0,3.0,Sometimes,1.271178,Sometimes
yes,2.0,3.0,Sometimes,2.117346,no
yes,2.0,3.0,Sometimes,2.952506,no
yes,2.0,3.0,Sometimes,1.746197,no
yes,2.0,3.0,Sometimes,1.249307,no
yes,2.450784,2.952821,Sometimes,1.335192,Sometimes
yes,2.972426,3.0,Sometimes,1.636326,Sometimes
yes,2.467002,1.851088,Sometimes,2.104054,Sometimes
yes,2.934671,2.119682,Sometimes,2.041462,Sometimes
yes,2.0,2.970675,Sometimes,2.0,no
yes,2.0,2.966803,Sometimes,2.0,no
yes,2.903545,1.508685,Sometimes,2.450069,Sometimes
yes,2.043359,2.209314,Sometimes,2.785804,Sometimes
yes,2.0,3.0,Sometimes,2.973729,no
yes,2.0,3.0,Sometimes,2.988771,no
yes,2.787589,1.114564,Sometimes,3.0,Sometimes
yes,2.39728,2.036794,Sometimes,2.659419,Sometimes
yes,2.150054,2.988539,Sometimes,2.768325,no
yes,2.977585,1.630506,Sometimes,2.839319,no
yes,2.274491,1.0,Sometimes,2.2695,Sometimes
yes,1.557287,1.0,Sometimes,2.371015,Sometimes
yes,2.152264,2.977999,Sometimes,1.513199,Sometimes
yes,2.0,3.0,Sometimes,1.326165,Sometimes
yes,2.08841,2.644692,Sometimes,2.773236,Sometimes
yes,2.180047,2.733077,Sometimes,2.77962,Sometimes
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.0,no
yes,1.826885,1.0,Sometimes,2.0,no
yes,1.754401,1.0,Sometimes,2.0,no
yes,2.0,2.427137,Sometimes,2.574073,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,1.524428,3.0,Sometimes,1.383831,Sometimes
yes,1.164062,3.0,Sometimes,1.157395,Sometimes
yes,2.123159,3.0,Sometimes,2.415343,Sometimes
yes,2.0,3.0,Sometimes,2.745242,Sometimes
yes,2.259679,3.0,Sometimes,1.026143,Sometimes
yes,2.044326,3.0,Sometimes,2.35818,Sometimes
yes,2.0,1.867836,Sometimes,2.438398,no
yes,2.0,1.548407,Sometimes,2.191401,no
yes,2.843456,2.937989,Sometimes,1.001995,no
yes,2.864776,3.0,Sometimes,1.876915,no
yes,2.871137,3.0,Sometimes,2.627569,Sometimes
yes,2.282803,3.0,Sometimes,2.104264,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.020502,1.237454,Sometimes,1.93142,Sometimes
yes,2.020785,1.169173,Sometimes,1.972551,Sometimes
yes,2.0,2.391753,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,1.084442,Sometimes
yes,2.0,3.0,Sometimes,1.0,Sometimes
yes,2.0,2.475444,Sometimes,2.655795,no
yes,2.0,2.478794,Sometimes,2.967064,no
yes,2.407817,2.070033,Sometimes,1.796257,Sometimes
yes,2.21498,2.282392,Sometimes,1.179942,Sometimes
yes,2.737149,3.0,Sometimes,1.997195,Sometimes
yes,1.899793,3.0,Sometimes,1.439962,Sometimes
yes,2.274164,1.049534,Sometimes,1.358172,Sometimes
yes,1.897796,3.0,Sometimes,1.193039,Sometimes
yes,2.85916,3.0,Sometimes,1.0,no
yes,2.0,3.0,Sometimes,1.039313,no
yes,2.0,1.66338,Sometimes,2.0,no
yes,2.0,1.672751,Sometimes,2.0,no
yes,2.340405,3.0,Sometimes,1.655245,no
yes,2.921576,3.0,Sometimes,1.003636,no
yes,2.0,3.0,Sometimes,2.793505,no
yes,2.0,3.0,Sometimes,2.401315,no
yes,3.0,3.0,Sometimes,2.110611,Sometimes
yes,3.0,3.0,Sometimes,2.480277,Sometimes
yes,3.0,3.0,Sometimes,2.224914,Sometimes
yes,2.92711,3.0,Sometimes,2.151496,Sometimes
yes,2.805533,3.0,Sometimes,1.882847,Sometimes
yes,2.902469,1.734762,Sometimes,2.600238,Sometimes
yes,2.845961,1.92822,Sometimes,2.642273,Frequently
yes,2.252698,2.475228,Sometimes,2.923856,Frequently
yes,2.02091,2.093831,Sometimes,1.506518,Sometimes
yes,2.108163,1.231915,Sometimes,1.808127,Sometimes
yes,1.518966,1.0,Sometimes,2.0,no
yes,2.260543,1.374791,Sometimes,1.947935,no
yes,2.522183,1.326982,Sometimes,1.872673,no
yes,2.186322,2.900915,Sometimes,2.471033,no
yes,2.76632,1.317884,Sometimes,1.889341,no
yes,2.071622,2.977909,Sometimes,1.468297,no
yes,1.918251,1.355752,Sometimes,1.998108,Sometimes
yes,1.967061,1.0,Sometimes,2.548651,Sometimes
yes,2.964419,1.0,Sometimes,2.977516,Sometimes
yes,2.640801,1.015488,Sometimes,2.022355,Sometimes
yes,2.0,2.986172,Sometimes,2.364208,no
yes,2.0,2.993623,Sometimes,2.326635,no
yes,2.870152,1.001383,Sometimes,3.0,no
yes,2.482575,1.001542,Sometimes,3.0,no
yes,2.290095,2.590283,Sometimes,2.506296,no
yes,2.074843,1.773916,Sometimes,2.428271,no
yes,2.14128,2.989112,Sometimes,2.519841,no
yes,2.334474,1.496776,Sometimes,2.776724,no
yes,2.0,3.0,Sometimes,1.186996,Sometimes
yes,2.0,2.994046,Sometimes,1.603549,Sometimes
yes,2.0,3.0,Sometimes,2.133469,no
yes,2.0,3.0,Sometimes,2.183149,no
yes,2.0,3.0,Sometimes,3.0,no
yes,2.0,3.0,Sometimes,3.0,no
yes,2.693859,1.000283,Sometimes,3.0,no
yes,2.607747,1.000414,Sometimes,3.0,no
yes,2.66889,3.0,Sometimes,1.172593,no
yes,3.0,3.0,Sometimes,1.0,no
yes,3.0,3.0,Sometimes,1.911379,Sometimes
yes,2.921225,3.0,Sometimes,2.869439,Sometimes
yes,2.0,3.0,Sometimes,1.572371,Sometimes
yes,2.0,3.0,Sometimes,1.440629,Sometimes
yes,1.492834,3.0,Sometimes,1.005367,no
yes,1.220024,3.0,Sometimes,1.046254,no
yes,2.667676,1.135278,Sometimes,1.399629,Sometimes
yes,2.569075,2.463113,Sometimes,1.567366,Sometimes
yes,2.949242,1.782109,Sometimes,2.210997,Sometimes
yes,2.104772,2.376374,Sometimes,2.218691,Sometimes
yes,2.0,2.976098,Sometimes,2.0,no
yes,2.0,2.968098,Sometimes,2.0,no
yes,2.871768,1.792695,Sometimes,2.691322,Frequently
yes,2.540949,1.116401,Sometimes,2.929123,Frequently
yes,2.0,3.0,Sometimes,2.530301,no
yes,2.0,3.0,Sometimes,3.0,no
yes,2.0,2.984523,Sometimes,2.263551,no
yes,2.0,2.978103,Sometimes,2.668261,no
yes,2.222282,1.578751,Sometimes,2.791604,Sometimes
yes,2.04516,1.874532,Sometimes,2.856521,Sometimes
yes,2.094184,2.735706,Sometimes,2.257922,no
yes,1.123672,1.014916,Sometimes,2.042078,no
yes,2.049112,2.622055,Sometimes,2.280555,no
yes,1.880534,2.806566,Sometimes,2.313245,no
yes,1.203754,1.355354,Sometimes,2.765593,Sometimes
yes,2.73691,1.478334,Sometimes,2.677409,Sometimes
yes,2.736628,1.130751,Sometimes,1.385175,Sometimes
yes,2.0,1.099151,Sometimes,1.687611,Sometimes
yes,2.0,3.0,Sometimes,1.0,Sometimes
yes,2.0,3.0,Sometimes,1.095134,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,1.618189,no
yes,2.121909,3.0,Sometimes,2.500556,no
yes,2.0,3.0,Sometimes,2.714091,no
yes,2.0,3.0,Sometimes,2.697661,no
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,1.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.290368,Sometimes
yes,2.0,3.0,Sometimes,1.025275,Sometimes
yes,2.0,2.358455,Sometimes,2.515765,Sometimes
yes,2.0,1.706551,Sometimes,2.039514,Sometimes
yes,2.642744,3.0,Sometimes,1.904054,Sometimes
yes,2.387426,3.0,Sometimes,1.77962,Sometimes
yes,1.996638,3.0,Sometimes,1.033199,Sometimes
yes,2.107854,3.0,Sometimes,1.383894,Sometimes
yes,2.253707,3.0,Sometimes,2.524432,Sometimes
yes,2.393837,3.0,Sometimes,2.01499,Sometimes
yes,2.348745,3.0,Sometimes,2.096751,Sometimes
yes,2.312825,3.0,Sometimes,2.073497,Sometimes
yes,2.0,3.0,Sometimes,1.234943,Sometimes
yes,2.0,3.0,Sometimes,1.613829,Sometimes
yes,2.490776,3.0,Sometimes,2.654517,Sometimes
yes,2.078082,3.0,Sometimes,2.895614,Sometimes
yes,2.0,1.24884,Sometimes,2.416213,no
yes,2.0,1.250548,Sometimes,2.121176,no
yes,2.0,1.202179,Sometimes,2.36293,no
yes,2.0,1.194815,Sometimes,2.434832,no
yes,2.805512,2.880817,Sometimes,1.001307,Sometimes
yes,1.276858,2.918124,Sometimes,1.403784,Sometimes
yes,2.396265,1.073421,Sometimes,1.979833,no
yes,2.663866,1.416309,Sometimes,2.379275,no
yes,2.685484,3.0,Sometimes,2.649459,Sometimes
yes,2.055209,3.0,Sometimes,2.885852,Sometimes
yes,2.0,2.18162,Sometimes,2.325091,Sometimes
yes,2.0,2.152733,Sometimes,2.53369,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.0,3.0,Sometimes,3.0,Sometimes
yes,2.025479,1.046144,Sometimes,1.941224,Sometimes
yes,2.002564,1.974233,Sometimes,1.935398,Sometimes
yes,2.0,2.880794,Sometimes,1.61837,Sometimes
yes,2.0,2.765213,Sometimes,1.551266,Sometimes
yes,2.0,2.967089,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,2.0,no
yes,2.0,3.0,Sometimes,1.440526,Sometimes
yes,2.0,3.0,Sometimes,1.759803,Sometimes
yes,2.0,3.0,Sometimes,2.090413,Sometimes
yes,2.0,3.0,Sometimes,2.806922,Sometimes
yes,2.0,2.37985,Sometimes,2.616138,no
yes,2.0,2.655265,Sometimes,2.297896,no
yes,2.0,1.941307,Sometimes,2.708168,no
yes,2.0,1.709546,Sometimes,2.530157,no
yes,2.385502,2.883984,Sometimes,2.140544,Sometimes
yes,2.465575,2.935381,Sometimes,2.480555,Sometimes
yes,2.818502,3.0,Sometimes,1.991251,no
yes,2.081238,3.0,Sometimes,1.18363,no
yes,1.368978,3.0,Sometimes,1.953152,no
yes,1.712848,3.0,Sometimes,1.162153,no
yes,1.3307,3.0,Sometimes,1.880967,Sometimes
yes,1.961069,3.0,Sometimes,2.652327,Sometimes
yes,2.976509,3.0,Sometimes,1.022705,no
yes,2.319648,3.0,Sometimes,1.107164,no
yes,2.0,2.961192,Sometimes,2.623344,no
yes,2.0,2.973476,Sometimes,2.0,no
yes,2.0,2.392811,Sometimes,2.0,no
yes,2.0,1.293342,Sometimes,2.0,no
yes,1.261288,2.930044,Sometimes,1.166655,no
yes,2.76533,3.0,Sometimes,1.048584,no
yes,2.0,3.0,Sometimes,3.0,no
yes,2.0,3.0,Sometimes,2.15157,no
yes,2.317734,3.0,Sometimes,2.152736,no
yes,1.588114,3.0,Sometimes,2.115967,no
yes,2.549782,3.985442,Sometimes,1.0,no
yes,2.795086,2.129909,Sometimes,1.0,no
yes,2.206276,3.0,Sometimes,1.813082,Sometimes
yes,2.0,3.0,Sometimes,1.984323,Sometimes
no,2.18354,3.0,Sometimes,2.277937,Sometimes
no,2.962415,3.0,Sometimes,2.172649,Sometimes
yes,2.442536,3.0,Sometimes,2.174371,Sometimes
yes,1.99124,3.0,Sometimes,2.0,Sometimes
yes,3.0,3.0,Sometimes,3.0,Sometimes
yes,2.408561,3.0,Sometimes,2.851904,Sometimes
yes,2.758394,3.0,Sometimes,2.174248,Sometimes
yes,2.956297,3.0,Sometimes,1.2751,Sometimes
yes,1.369529,3.0,Sometimes,2.0,Sometimes
yes,1.392665,3.0,Sometimes,2.0,Sometimes
yes,2.0,2.831771,Sometimes,1.725226,Sometimes
yes,2.630401,1.0,Sometimes,1.0,Sometimes
yes,3.0,2.595126,Sometimes,2.054072,Sometimes
yes,3.0,2.52751,Sometimes,1.645338,Sometimes
yes,3.0,2.120936,Sometimes,1.0,no
yes,2.869778,1.468948,Sometimes,1.656082,no
yes,1.868212,3.0,Sometimes,2.023328,Sometimes
yes,1.108663,3.0,Sometimes,2.0,Sometimes
yes,2.907744,3.990925,Sometimes,1.0,no
yes,2.95801,2.834253,Sometimes,1.0,no
yes,2.197261,3.0,Sometimes,1.11184,Sometimes
yes,2.048962,3.0,Sometimes,2.822871,Sometimes
yes,2.139196,3.0,Sometimes,2.04843,Sometimes
yes,2.72989,3.0,Sometimes,2.030084,Sometimes
yes,2.0,3.0,Sometimes,2.0,Sometimes
yes,1.994679,3.0,Sometimes,2.0,Sometimes
yes,2.403421,3.0,Sometimes,2.490613,Sometimes
yes,3.0,3.0,Sometimes,3.0,Sometimes
yes,2.758394,3.0,Sometimes,2.161303,Sometimes
yes,2.964319,3.0,Sometimes,2.377257,Sometimes
yes,1.617093,3.0,Sometimes,2.0,Sometimes
yes,1.631144,3.0,Sometimes,2.0,Sometimes
yes,2.317459,3.734323,Sometimes,1.0,no
yes,2.501224,2.049565,Sometimes,1.0,no
yes,3.0,2.272214,Sometimes,1.555534,Sometimes
yes,3.0,2.218285,Sometimes,1.340117,Sometimes
yes,3.0,1.418833,Sometimes,1.0,no
yes,2.983042,1.109956,Sometimes,1.430444,no
yes,2.323351,3.0,Sometimes,2.165048,Sometimes
yes,1.428289,3.0,Sometimes,2.117733,Sometimes
yes,1.992889,3.0,Sometimes,2.141271,Sometimes
yes,1.562804,3.0,Sometimes,2.075493,Sometimes
yes,1.794825,3.914454,Sometimes,1.972016,no
yes,2.305349,3.169089,Sometimes,1.02161,no
yes,2.576449,2.419656,Sometimes,1.0,no
yes,2.754645,2.175432,Sometimes,1.541733,no
yes,2.633855,3.0,Sometimes,1.619305,Sometimes
yes,2.200588,3.0,Sometimes,1.295697,Sometimes
yes,2.499108,3.0,Sometimes,2.040952,Sometimes
yes,2.05687,3.0,Sometimes,2.358088,Sometimes
yes,2.247795,3.0,Sometimes,2.816015,Sometimes
yes,2.239634,3.0,Sometimes,2.684264,Sometimes
yes,2.09283,3.0,Sometimes,2.077704,Sometimes
yes,2.9673,3.0,Sometimes,2.530035,Sometimes
yes,2.225731,3.0,Sometimes,2.154326,Sometimes
yes,2.178308,3.0,Sometimes,2.165804,Sometimes
yes,2.065752,3.0,Sometimes,2.078297,Sometimes
yes,2.263245,3.0,Sometimes,2.092509,Sometimes
yes,2.443538,3.0,Sometimes,2.939492,Sometimes
yes,2.744994,3.0,Sometimes,2.478838,Sometimes
yes,2.630137,2.806298,Sometimes,1.970508,Sometimes
yes,2.113843,3.0,Sometimes,2.316069,Sometimes
yes,2.821727,3.0,Sometimes,2.173279,Sometimes
yes,2.312528,3.0,Sometimes,2.208068,Sometimes
yes,2.938801,3.0,Sometimes,1.478994,Sometimes
yes,2.050619,3.0,Sometimes,1.515183,Sometimes
yes,1.457758,3.0,Sometimes,2.020249,Sometimes
yes,2.19331,3.0,Sometimes,2.089983,Sometimes
yes,2.028571,3.0,Sometimes,2.530428,Sometimes
yes,1.455602,3.0,Sometimes,2.363307,Sometimes
yes,2.177896,2.987652,Sometimes,1.745095,Sometimes
yes,2.252382,2.842848,Sometimes,1.879381,Sometimes
yes,2.668949,1.134321,Sometimes,1.279443,no
yes,2.723953,1.924168,Sometimes,1.0,no
yes,3.0,2.701689,Sometimes,2.738485,Sometimes
yes,2.736298,2.992903,Sometimes,2.045561,Sometimes
yes,2.722161,2.658837,Sometimes,2.375707,Sometimes
yes,2.971574,2.80742,Sometimes,1.962646,Sometimes
